"teamName","inGameName","checkedInAt","userID","teamID","Nome e # no discord"
"Fênix Gaming","ThyagoMX","Sat Sep 12 2020 12:53:02 GMT+0000 (UTC)","5f402010681ff84ab5ec3bd1","5f57b1245341177aa6d9ebd9","DelValle #0075"
"Tigers","Springlez","Sat Sep 12 2020 12:52:45 GMT+0000 (UTC)","5f404b19c955654e1874dacb","5f53f8bd2cd06c40debff1f0","Alec#5079"
"KIL","Yugiri","Sat Sep 12 2020 12:31:15 GMT+0000 (UTC)","5f4076d4c955654e1874e127","5f53c4672736604a1961a6d4","Dama#1138"
"Eletric Shark","FlyNw","Sat Sep 12 2020 12:28:58 GMT+0000 (UTC)","5f4137a5b856d24e0965e5b6","5f5548c09ba2df6416d83528","Guerra#4882"
"Eletric Shark","SrAtaqueDLÇ","Sat Sep 12 2020 12:28:58 GMT+0000 (UTC)","5f413dfdd8b8914a106b7871","5f5548c09ba2df6416d83528","Guerra#4882"
"Fênix Gaming","TenenteA1","Sat Sep 12 2020 12:53:02 GMT+0000 (UTC)","5f4166e72736604a196028cb","5f57b1245341177aa6d9ebd9","DelValle #0075"
,"morksz",,"5f43259c24334d4ac794cdac",,"Jean#1362"
,"VERUPX4142",,"5f43f7378d99974abe11fb75",,"VERUPX#8784"
"Hell Force","VERUPX4142","Sat Sep 12 2020 12:26:50 GMT+0000 (UTC)","5f43f7378d99974abe11fb75","5f5bf9739e496364994cfeff","Spartan#9239"
"Arsenio's Sons","きすねだよ","Sat Sep 12 2020 12:27:43 GMT+0000 (UTC)","5f45584a629c8b6045f9c070","5f53d45d9ba2df6416d80468","Aninha1315#3149"
"Scania 113 TopLine","UnkheL","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f456b62c955654e18754fd4","5f53d44642aba63789798577","JuninhoCaceta#2351"
"The Originals","KiritoLitch","Sat Sep 12 2020 12:35:43 GMT+0000 (UTC)","5f45c4c64e0eab4ad5d8cf53","5f5a6d54629c8b6045fb7376","Fla81xvapoxvapo#4458"
"Fênix Gaming","GhatBreaks","Sat Sep 12 2020 12:53:02 GMT+0000 (UTC)","5f46a6654e0eab4ad5d8d9cc","5f57b1245341177aa6d9ebd9","DelValle #0075"
"Guerreiros do Abismo","BrutalVenom13","Sat Sep 12 2020 12:39:10 GMT+0000 (UTC)","5f46dc88c955654e18756876","5f580e468e9a3d52986162f6","Lucky#4931"
"Guerreiros do Abismo","DanteCry79","Sat Sep 12 2020 12:39:10 GMT+0000 (UTC)","5f46f70876b8305ffaa347a6","5f580e468e9a3d52986162f6","Lucky#4931"
,"BetaLinker",,"5f4713bcc955654e18756d20",,"Linker#8755"
"Scania 113 TopLine","Decade65","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f47dedfc955654e187577b9","5f53d44642aba63789798577","JuninhoCaceta#2351"
"Risadaria","Xureila00","Sat Sep 12 2020 12:26:50 GMT+0000 (UTC)","5f495a0cc955654e1875925e","5f56ba4295561b78729a9d51","BatatinhaBRz#1572"
"The Gods of Farofa","TeenLe","Sat Sep 12 2020 12:30:39 GMT+0000 (UTC)","5f4964ea629c8b6045f9fd88","5f5c0148ea99c063b690cb22","TeenLe #7675"
"Sunset Ravens","JackOldBk","Sat Sep 12 2020 12:53:33 GMT+0000 (UTC)","5f4997ee34f6ed5f77920c37","5f5cc3690c405a25714954ef","netokk#2631"
"BdC E-Sports","frd3","Sat Sep 12 2020 12:30:21 GMT+0000 (UTC)","5f499f5d20ac296025ce2d81","5f540e58ac8493575c245474","Siqueira, o Gabriel#0476"
"RedGoblins","xXSUSANOa110Xx","Sat Sep 12 2020 12:31:43 GMT+0000 (UTC)","5f49a0d4c955654e18759923","5f58b6902c42b77cc3f577e3","Texxxugo Texxxugo#7148"
"PCListas","Soöna","Sat Sep 12 2020 12:34:25 GMT+0000 (UTC)","5f49c68320ac296025ce3156","5f5909633fb598326a1eeec6","Tecky#8852"
"DINO'S PRO","lalazinha2","Sat Sep 12 2020 12:52:36 GMT+0000 (UTC)","5f49cdb2629c8b6045fa07bd","5f53d0b5e425a655aadc24c7","AcrianoBR#6049"
"Ice Angels","RenanOfWar","Sat Sep 12 2020 12:26:57 GMT+0000 (UTC)","5f4abbcd42aba6378978cdbb","5f5594839ba2df6416d84033","Nehira#7439"
"Sunset Ravens","DogNerd","Sat Sep 12 2020 12:53:33 GMT+0000 (UTC)","5f4ac53e45fc2a48801f565d","5f5cc3690c405a25714954ef","netokk#2631"
"Sunset Ravens","ViviFast","Sat Sep 12 2020 12:53:33 GMT+0000 (UTC)","5f4ac96d20ac296025ce4641","5f5cc3690c405a25714954ef","netokk#2631"
"Sunset Ravens","Hobbitop","Sat Sep 12 2020 12:53:33 GMT+0000 (UTC)","5f4acd7842aba6378978d023","5f5cc3690c405a25714954ef","netokk#2631"
"Quadrante Imperfeito","Pedroxb9","Sat Sep 12 2020 12:27:58 GMT+0000 (UTC)","5f4ad32e4e0eab4ad5d937de","5f58ef42e425a655aadc9c40","Taventrez #2341"
"Infinity","CatchTheRainböw","Sat Sep 12 2020 12:27:05 GMT+0000 (UTC)","5f4c65c1e425a655aadb9a5b","5f5aafe7513be46175c9a35f","magnus#1244"
"Risadaria","driguzera","Sat Sep 12 2020 12:26:50 GMT+0000 (UTC)","5f4ca78cac8493575c23abe1","5f56ba4295561b78729a9d51","BatatinhaBRz#1572"
,"detalhes",,"5f4d33cb45fc2a48801f9895",,"JasonLord13 #5940"
"Risadaria","Zenfr0st","Sat Sep 12 2020 12:26:50 GMT+0000 (UTC)","5f4ebadd629c8b6045fa6e92","5f56ba4295561b78729a9d51","BatatinhaBRz#1572"
"Tigers","JvPastorelli","Sat Sep 12 2020 12:52:45 GMT+0000 (UTC)","5f4fb4689ba2df6416d795bb","5f53f8bd2cd06c40debff1f0","Alec#5079"
"Tomba Lobo Team","KSL_KONG","Sat Sep 12 2020 12:31:27 GMT+0000 (UTC)","5f52ec2576b8305ffaa42a28","5f53aa4e629c8b6045fad8c9","KSL_KONG#1129"
"Tomba Lobo Team","AbnerRyo","Sat Sep 12 2020 12:31:27 GMT+0000 (UTC)","5f52efd220ac296025ceeb45","5f53aa4e629c8b6045fad8c9","KSL_KONG#1129"
"Chupingos","PierreZin","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f530e299ba2df6416d7ed6e","5f53eff942aba63789798978","DW [719]#6520"
"Flex Power","NicolasMat777","Sat Sep 12 2020 12:28:02 GMT+0000 (UTC)","5f53a8c220ac296025cefa7e","5f5b03b6dd108363c7241276","Nícolas Matheus #4422"
"Basilisks","BlackRaiderBR","Sat Sep 12 2020 12:27:21 GMT+0000 (UTC)","5f53a9512cd06c40debfe31b","5f57aa8d95561b78729ab06c","StarryWasTaken#6666"
"OPTO","RedJoaoPvp777","Sat Sep 12 2020 12:52:55 GMT+0000 (UTC)","5f53a998ac8493575c243d2d","5f559c1f3fb598326a1eabc7","Joao Kiel #4698"
"The Commanders","SoledbyMapple","Sat Sep 12 2020 12:45:28 GMT+0000 (UTC)","5f53a9fc2736604a1961a2af","5f5925bd76b8305ffaa4bf2b","Mapolho"
"Made in Ceará (tag - MiCE)","OddEnforcer","Sat Sep 12 2020 12:26:41 GMT+0000 (UTC)","5f53aae576b8305ffaa43d02","5f54437dac8493575c245de3","⍟ 𝑷𝒂𝒖𝒍𝒐 𝑮. シ#2122 | dj#2788 | DasPPlitz#2722 | Zerefdan#4410 | Igor641#4338"
"Chupingos","GAMMer07","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f53aae976b8305ffaa43d04","5f53eff942aba63789798978","DW [719]#6520"
"Guerreiros do Abismo","Usuario_D_Lolis","Sat Sep 12 2020 12:39:10 GMT+0000 (UTC)","5f53ab20304c1e3d830d7aa1","5f580e468e9a3d52986162f6","Lucky#4931"
"Arsenio's Sons","megakadu","Sat Sep 12 2020 12:27:43 GMT+0000 (UTC)","5f53ab9c42aba63789797cab","5f53d45d9ba2df6416d80468","Aninha1315#3149"
"MONKEY'S OF THE REALMY","Peedro0","Sat Sep 12 2020 12:28:40 GMT+0000 (UTC)","5f53ac4c2736604a1961a2eb","5f53b2b845fc2a4880201c94","TILTADO#0573"
,"Anao_Broxa",,"5f53ac66e425a655aadc1f94",,"Anao_Broxa"
"Macumbeiros Evangélicos","Zindrus","Sat Sep 12 2020 12:30:35 GMT+0000 (UTC)","5f53acaee425a655aadc1f9b","5f5bc970dd108363c7241d22","My-Chan <3#7406"
"Agentes livres 1","LordOfDark-","Sat Sep 12 2020 12:27:20 GMT+0000 (UTC)","5f53ad1ee425a655aadc1fb0","5f5cc77cc170a364bd626ab3","LordOfDark- #9804"
,"Anao_Broxa#1282",,"5f53ad6cac8493575c243d89",,"Anao_Broxa#"
"The Commanders","DarkGD77","Sat Sep 12 2020 12:45:28 GMT+0000 (UTC)","5f53ae8b20ac296025cefaf1","5f5925bd76b8305ffaa4bf2b","Mapolho"
"The Commanders","AimedComet00196","Sat Sep 12 2020 12:45:28 GMT+0000 (UTC)","5f53ae9be425a655aadc2019","5f5925bd76b8305ffaa4bf2b","Mapolho"
"MissClick E-Sports","Forifonfon12","Sat Sep 12 2020 12:27:27 GMT+0000 (UTC)","5f53af2920ac296025cefb07","5f53cb7742aba63789798436","Forifonfon12#1144"
"OPTO","DEGUINHO 459","Sat Sep 12 2020 12:52:55 GMT+0000 (UTC)","5f53af43ac8493575c243df0","5f559c1f3fb598326a1eabc7","Joao Kiel #4698"
"Tigers","ReneTheKart","Sat Sep 12 2020 12:52:45 GMT+0000 (UTC)","5f53af9d4cbe7961ba1a2db1","5f53f8bd2cd06c40debff1f0","Alec#5079"
"OPTO","Fexu05","Sat Sep 12 2020 12:52:55 GMT+0000 (UTC)","5f53aff320ac296025cefb35","5f559c1f3fb598326a1eabc7","Joao Kiel #4698"
"OPTO","Mikael DKNZ","Sat Sep 12 2020 12:52:55 GMT+0000 (UTC)","5f53b028629c8b6045fada03","5f559c1f3fb598326a1eabc7","Joao Kiel #4698"
"MissClick E-Sports","Nughes","Sat Sep 12 2020 12:27:27 GMT+0000 (UTC)","5f53b0c7629c8b6045fada19","5f53cb7742aba63789798436","Forifonfon12#1144"
"MONKEY'S OF THE REALMY","yNexusG0d","Sat Sep 12 2020 12:28:40 GMT+0000 (UTC)","5f53b2a2e425a655aadc2082","5f53b2b845fc2a4880201c94","TILTADO#0573"
"Team Phoenix","Davidgames1987","Sat Sep 12 2020 12:52:58 GMT+0000 (UTC)","5f53b30045fc2a4880201c9e","5f56ad379ba2df6416d85566","Davidgames1987 #3422"
"MissClick E-Sports","RicardoAmorim","Sat Sep 12 2020 12:27:27 GMT+0000 (UTC)","5f53b38c304c1e3d830d7b97","5f53cb7742aba63789798436","Forifonfon12#1144"
"Team Phoenix","Antariis","Sat Sep 12 2020 12:52:58 GMT+0000 (UTC)","5f53b6602736604a1961a430","5f56ad379ba2df6416d85566","Davidgames1987 #3422"
"Legião Paladiana","teradagamer","Sat Sep 12 2020 12:27:08 GMT+0000 (UTC)","5f53b67f42aba63789797e60","5f5432aaac8493575c24595e","teradagamer#7235"
"Arsenio's Sons","Aninha1315","Sat Sep 12 2020 12:27:43 GMT+0000 (UTC)","5f53b6ccac8493575c2440d2","5f53d45d9ba2df6416d80468","Aninha1315#3149"
"Scania 113 TopLine","JuninPlaysBR","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f53b7b620ac296025cefc10","5f53d44642aba63789798577","JuninhoCaceta#2351"
"Golden Guardians","DeewnFlex","Sat Sep 12 2020 12:28:31 GMT+0000 (UTC)","5f53b80e45fc2a4880201d49","5f5b9dc10c405a257149387b","Skidaddle#5661"
"TeamSucrilhos","P1TCHU","Sat Sep 12 2020 12:28:42 GMT+0000 (UTC)","5f53b8b645fc2a4880201d58","5f58397c95561b78729ab9f1","P1TCHU"
"Macumbeiros Evangélicos","KANYEOESTE","Sat Sep 12 2020 12:30:35 GMT+0000 (UTC)","5f53b8e645fc2a4880201d80","5f5bc970dd108363c7241d22","My-Chan <3#7406"
"Gênesis","k o z t a9192","Sat Sep 12 2020 12:29:44 GMT+0000 (UTC)","5f53b99f42aba63789797f27","5f53cc9e20ac296025cefeed","Ghotera #9306"
"wolves company","CaduLorde13","Sat Sep 12 2020 12:34:58 GMT+0000 (UTC)","5f53b9eeac8493575c2441d6","5f542621ac8493575c2457be","1Top Kdu #2673"
"Scania 113 TopLine","BABYGOSTOSAUM","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f53bb3fac8493575c24420d","5f53d44642aba63789798577","JuninhoCaceta#2351"
"Skye Sup","GopliPL","Sat Sep 12 2020 12:32:12 GMT+0000 (UTC)","5f53bb422cd06c40debfe591","5f5994f22c42b77cc3f588d3","Ogopli#7066"
"Gênesis","IanRockBoss","Sat Sep 12 2020 12:29:44 GMT+0000 (UTC)","5f53bb98ac8493575c244233","5f53cc9e20ac296025cefeed","Ghotera #9306"
"ODDA","ODDAJorgin","Sat Sep 12 2020 12:29:43 GMT+0000 (UTC)","5f53bd0376b8305ffaa4401e","5f5a77ab9ba2df6416d89225","Jorgin#9756"
"Duendes Barbudos","Aranha2003","Sat Sep 12 2020 12:35:18 GMT+0000 (UTC)","5f53bd33e425a655aadc21ca","5f5b717e9c6df363ad9f735c","Segonho#8383"
"TeamSucrilhos","russaline","Sat Sep 12 2020 12:28:42 GMT+0000 (UTC)","5f53bd8a20ac296025cefcd5","5f58397c95561b78729ab9f1","P1TCHU"
"Skye Sup","maths15","Sat Sep 12 2020 12:32:12 GMT+0000 (UTC)","5f53bd9042aba6378979809a","5f5994f22c42b77cc3f588d3","Ogopli#7066"
"White Wolves","XluizgandiniX","Sat Sep 12 2020 12:39:13 GMT+0000 (UTC)","5f53bf3e629c8b6045fae0ee","5f5522849ba2df6416d82c41","luizgandini #2956"
"Chupingos","Andressina013","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f53bf6d45fc2a4880201f3c","5f53eff942aba63789798978","DW [719]#6520"
"Waldemar's Team","Sparttacus","Sat Sep 12 2020 12:52:52 GMT+0000 (UTC)","5f53c08c2736604a1961a5ce","5f554eb942aba6378979b433","Never®#2911"
"DetonaVírus","c0d3number1036","Sat Sep 12 2020 12:26:48 GMT+0000 (UTC)","5f53c18a45fc2a4880201f75","5f5645b4ac8493575c2492d3","Bendito#0253"
"TOC","Contrapiso","Sat Sep 12 2020 12:29:22 GMT+0000 (UTC)","5f53c1ce9ba2df6416d801e8","5f5a7c93e425a655aadcb778","Witchhat#2417"
"Piratas do além","Knock Out9134","Sat Sep 12 2020 12:52:48 GMT+0000 (UTC)","5f53c2d0629c8b6045fae13c","5f54149542aba63789798f48","YéP#5171"
"The Commanders","sergio1965geral","Sat Sep 12 2020 12:45:28 GMT+0000 (UTC)","5f53c3112736604a1961a6a6","5f5925bd76b8305ffaa4bf2b","Mapolho"
"Chupingos","luaninhaf","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f53c320629c8b6045fae149","5f53eff942aba63789798978","DW [719]#6520"
"Gênesis","GustavoGomes26","Sat Sep 12 2020 12:29:44 GMT+0000 (UTC)","5f53c3a5ac8493575c244360","5f53cc9e20ac296025cefeed","Ghotera #9306"
"MissClick E-Sports","JotaGabriel","Sat Sep 12 2020 12:27:27 GMT+0000 (UTC)","5f53c53d629c8b6045fae193","5f53cb7742aba63789798436","Forifonfon12#1144"
"Paladins Force","Furioso12","Sat Sep 12 2020 12:31:04 GMT+0000 (UTC)","5f53c5b02736604a1961a74c","5f53e5f3304c1e3d830d822a","FernandoASRevuelta#2573"
"The monkey's","Vinid10","Sat Sep 12 2020 12:26:35 GMT+0000 (UTC)","5f53c74d45fc2a48802020e6","5f5964ee3fb598326a1ef6fc","MicrotripBr#2921"
"Uranium Gaming","Streussen","Sat Sep 12 2020 12:38:12 GMT+0000 (UTC)","5f53c78eac8493575c2443b5","5f5a363aac8493575c24d5db","GordoEzPvP#3298"
"The monkey's","micropripbr","Sat Sep 12 2020 12:26:35 GMT+0000 (UTC)","5f53c82545fc2a4880202113","5f5964ee3fb598326a1ef6fc","MicrotripBr#2921"
"Paladins Force","VitaoDaMassa428","Sat Sep 12 2020 12:31:04 GMT+0000 (UTC)","5f53c86c629c8b6045fae201","5f53e5f3304c1e3d830d822a","FernandoASRevuelta#2573"
"Paladins Force","Samblackjazz","Sat Sep 12 2020 12:31:04 GMT+0000 (UTC)","5f53c9272cd06c40debfe7ea","5f53e5f3304c1e3d830d822a","FernandoASRevuelta#2573"
"Parabólica Gaming","Magnético","Sat Sep 12 2020 12:27:02 GMT+0000 (UTC)","5f53c92a45fc2a4880202143","5f5a415895561b78729adebe","Cheiø#0390"
"Piratas do além","Vacatu","Sat Sep 12 2020 12:52:48 GMT+0000 (UTC)","5f53ca68304c1e3d830d7e4b","5f54149542aba63789798f48","YéP#5171"
"MissClick E-Sports","MIDORIYAXI654","Sat Sep 12 2020 12:27:27 GMT+0000 (UTC)","5f53cab9ac8493575c244403","5f53cb7742aba63789798436","Forifonfon12#1144"
"Gênesis","GabrielMont111","Sat Sep 12 2020 12:29:44 GMT+0000 (UTC)","5f53cc3b20ac296025cefeda","5f53cc9e20ac296025cefeed","Ghotera #9306"
"Ice Angels","Nehira","Sat Sep 12 2020 12:26:57 GMT+0000 (UTC)","5f53ce3eac8493575c2444bb","5f5594839ba2df6416d84033","Nehira#7439"
"Arsenio's Sons","XRalphsX","Sat Sep 12 2020 12:27:43 GMT+0000 (UTC)","5f53cfb776b8305ffaa44332","5f53d45d9ba2df6416d80468","Aninha1315#3149"
"Arsenio's Sons","Cosmo21","Sat Sep 12 2020 12:27:43 GMT+0000 (UTC)","5f53d23545fc2a488020231d","5f53d45d9ba2df6416d80468","Aninha1315#3149"
"Brave","sgtbezerra","Sat Sep 12 2020 12:33:23 GMT+0000 (UTC)","5f53d2d7ac8493575c24463a","5f541715629c8b6045faed0f","sgtbezerra#8469"
"Scania 113 TopLine","yurilibo","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f53d368e425a655aadc253e","5f53d44642aba63789798577","JuninhoCaceta#2351"
"White Wolves","KakeruOSenpai","Sat Sep 12 2020 12:39:13 GMT+0000 (UTC)","5f53d4e5629c8b6045fae3d8","5f5522849ba2df6416d82c41","luizgandini #2956"
"White Wolves","Gustavvinhoo","Sat Sep 12 2020 12:39:13 GMT+0000 (UTC)","5f53d5004cbe7961ba1a371b","5f5522849ba2df6416d82c41","luizgandini #2956"
"Os sem coleira","NIKO-Xll","Sat Sep 12 2020 12:52:55 GMT+0000 (UTC)","5f53d9dc629c8b6045fae45d","5f5566419ba2df6416d83aef","Niko #8260"
"Flex Power","primarine","Sat Sep 12 2020 12:28:02 GMT+0000 (UTC)","5f53dbaeac8493575c2448b2","5f5b03b6dd108363c7241276","Nícolas Matheus #4422"
"Flex Power","LifelikeWolf754","Sat Sep 12 2020 12:28:02 GMT+0000 (UTC)","5f53dd1145fc2a4880202511","5f5b03b6dd108363c7241276","Nícolas Matheus #4422"
"wolves company","Jub0911","Sat Sep 12 2020 12:34:58 GMT+0000 (UTC)","5f53dd394cbe7961ba1a386f","5f542621ac8493575c2457be","1Top Kdu #2673"
"Basilisks","Xsui","Sat Sep 12 2020 12:27:21 GMT+0000 (UTC)","5f53dd56e425a655aadc263f","5f57aa8d95561b78729ab06c","StarryWasTaken#6666"
"Piratas do além","XXNESCAUXX9253","Sat Sep 12 2020 12:52:48 GMT+0000 (UTC)","5f53dd9020ac296025cf01ea","5f54149542aba63789798f48","YéP#5171"
"Piratas do além","Oldinesperado","Sat Sep 12 2020 12:52:48 GMT+0000 (UTC)","5f53e00620ac296025cf0234","5f54149542aba63789798f48","YéP#5171"
"TeamSucrilhos","LuxKa.Dee","Sat Sep 12 2020 12:28:42 GMT+0000 (UTC)","5f53e2ea20ac296025cf0280","5f58397c95561b78729ab9f1","P1TCHU"
"Brave","Spiey","Sat Sep 12 2020 12:33:23 GMT+0000 (UTC)","5f53e49a2cd06c40debfed8c","5f541715629c8b6045faed0f","sgtbezerra#8469"
"Flex Power","sugargumm","Sat Sep 12 2020 12:28:02 GMT+0000 (UTC)","5f53e4b3629c8b6045fae590","5f5b03b6dd108363c7241276","Nícolas Matheus #4422"
"Chupingos","DarkJoker08","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f53e74c629c8b6045fae5ee","5f53eff942aba63789798978","DW [719]#6520"
"wolves company","Davenage3","Sat Sep 12 2020 12:34:58 GMT+0000 (UTC)","5f53e911304c1e3d830d8365","5f542621ac8493575c2457be","1Top Kdu #2673"
"DetonaVírus","cukao","Sat Sep 12 2020 12:26:48 GMT+0000 (UTC)","5f53eb7142aba637897988ce","5f5645b4ac8493575c2492d3","Bendito#0253"
"Basilisks","Fefeu03","Sat Sep 12 2020 12:27:21 GMT+0000 (UTC)","5f53eb94629c8b6045fae70a","5f57aa8d95561b78729ab06c","StarryWasTaken#6666"
"Chupingos","LilMow_719","Sat Sep 12 2020 12:28:23 GMT+0000 (UTC)","5f53ebb845fc2a4880202b4d","5f53eff942aba63789798978","DW [719]#6520"
"Golden Lions","Baakiin","Sat Sep 12 2020 12:26:53 GMT+0000 (UTC)","5f53ef2320ac296025cf06d1","5f590c20629c8b6045fb5cc0","Jioorun#5178"
"Delenis","Arthurmengao08","Sat Sep 12 2020 12:52:54 GMT+0000 (UTC)","5f53ef3c304c1e3d830d841a","5f5562fe3fb598326a1ea53a","Expertinho#3122"
"MAYHEM","WaanTeD","Sat Sep 12 2020 12:35:17 GMT+0000 (UTC)","5f53f09145fc2a4880202bf3","5f543813304c1e3d830d8c66","WaanTeD#1808"
"The Originals","LDZ3R0","Sat Sep 12 2020 12:35:43 GMT+0000 (UTC)","5f53f11b629c8b6045fae7c0","5f5a6d54629c8b6045fb7376","Fla81xvapoxvapo#4458"
"Delenis","JhonKonnor","Sat Sep 12 2020 12:52:54 GMT+0000 (UTC)","5f53f1ad76b8305ffaa44897","5f5562fe3fb598326a1ea53a","Expertinho#3122"
"Brave","Aquilino","Sat Sep 12 2020 12:33:23 GMT+0000 (UTC)","5f53f2c9ac8493575c244eed","5f541715629c8b6045faed0f","sgtbezerra#8469"
"New Uranium","Baixinhar","Sat Sep 12 2020 12:29:58 GMT+0000 (UTC)","5f53f483e425a655aadc2b30","5f5b75f9c170a364bd624aa9","SHAKABACK#9226"
,"junielfernando",,"5f53f51aac8493575c244f55",,"juniel fernando #9931"
"SabugadaHighQuality","CaixaoSorrident","Sat Sep 12 2020 12:38:42 GMT+0000 (UTC)","5f53f573ac8493575c244f9a","5f5993623fb598326a1efa4d","AZUMA#7430"
"Os Ensaboados","m1gold","Sat Sep 12 2020 12:27:49 GMT+0000 (UTC)","5f53f58b2cd06c40debff10e","5f53f6f99ba2df6416d80ad8","NaPpYliityzZ#7835"
"SabugadaHighQuality","Kyrios","Sat Sep 12 2020 12:38:42 GMT+0000 (UTC)","5f53f6c042aba63789798ab0","5f5993623fb598326a1efa4d","AZUMA#7430"
"Infinity","Kuyven","Sat Sep 12 2020 12:27:05 GMT+0000 (UTC)","5f53ffdd4cbe7961ba1a3fdd","5f5aafe7513be46175c9a35f","magnus#1244"
"OPTO","x Silva 94","Sat Sep 12 2020 12:52:55 GMT+0000 (UTC)","5f54010c2cd06c40debff427","5f559c1f3fb598326a1eabc7","Joao Kiel #4698"
"Uranium Gaming","Stwart666","Sat Sep 12 2020 12:38:12 GMT+0000 (UTC)","5f54045576b8305ffaa44bfa","5f5a363aac8493575c24d5db","GordoEzPvP#3298"
"Galactus Gaming","hark130","Sat Sep 12 2020 12:26:42 GMT+0000 (UTC)","5f54062a76b8305ffaa44c1f","5f5a97be9ba2df6416d89575","Knrage #8478"
"Raspa do Tacho","NeroV014","Sat Sep 12 2020 12:51:39 GMT+0000 (UTC)","5f54069d4cbe7961ba1a40f9","5f5bec65c170a364bd6256cb","UsuárioDeSazón#4275"
"Capone Gaming","fadokykby","Sat Sep 12 2020 12:31:28 GMT+0000 (UTC)","5f5406c94cbe7961ba1a40fc","5f54241242aba6378979907e","Kyo#0959"
"The Originals","MENGOxVAPOxVAPO","Sat Sep 12 2020 12:35:43 GMT+0000 (UTC)","5f54082045fc2a4880202fb1","5f5a6d54629c8b6045fb7376","Fla81xvapoxvapo#4458"
"Golden Guardians","SkidaddleCSM","Sat Sep 12 2020 12:28:31 GMT+0000 (UTC)","5f5408482736604a1961b1df","5f5b9dc10c405a257149387b","Skidaddle#5661"
"Macumbeiros Evangélicos","LulaCALANGUINH0","Sat Sep 12 2020 12:30:35 GMT+0000 (UTC)","5f5408bc2736604a1961b1e5","5f5bc970dd108363c7241d22","My-Chan <3#7406"
"Delenis","lordtmbr","Sat Sep 12 2020 12:52:54 GMT+0000 (UTC)","5f540ab0ac8493575c2453a8","5f5562fe3fb598326a1ea53a","Expertinho#3122"
"Capone Gaming","Chapa","Sat Sep 12 2020 12:31:28 GMT+0000 (UTC)","5f540b9b629c8b6045faeb49","5f54241242aba6378979907e","Kyo#0959"
"Delenis","Luisinhogyn","Sat Sep 12 2020 12:52:54 GMT+0000 (UTC)","5f540c602cd06c40debff55f","5f5562fe3fb598326a1ea53a","Expertinho#3122"
"Raspa do Tacho","Z3K1NH4_S","Sat Sep 12 2020 12:51:39 GMT+0000 (UTC)","5f540df64cbe7961ba1a422b","5f5bec65c170a364bd6256cb","UsuárioDeSazón#4275"
"Raspa do Tacho","sld1703","Sat Sep 12 2020 12:51:39 GMT+0000 (UTC)","5f540e57e425a655aadc2fb6","5f5bec65c170a364bd6256cb","UsuárioDeSazón#4275"
"V7 Drakons","Jo3linton","Sat Sep 12 2020 12:32:01 GMT+0000 (UTC)","5f5410a542aba63789798eda","5f541a8f629c8b6045faed5b","abertaldo#9724"
"The Commanders","Soled_by_Jão","Sat Sep 12 2020 12:45:28 GMT+0000 (UTC)","5f5412ac304c1e3d830d87d6","5f5925bd76b8305ffaa4bf2b","Mapolho"
"V7 Drakons","Zé T0rTo","Sat Sep 12 2020 12:32:01 GMT+0000 (UTC)","5f54135542aba63789798f27","5f541a8f629c8b6045faed5b","abertaldo#9724"
"Tears Of The Dragon","UCA4a","Sat Sep 12 2020 12:53:09 GMT+0000 (UTC)","5f5413b242aba63789798f39","5f595a18ac8493575c24cc2f","UCA4a#5316"
"Piratas do além","Johnny black","Sat Sep 12 2020 12:52:48 GMT+0000 (UTC)","5f54142d9ba2df6416d80eef","5f54149542aba63789798f48","YéP#5171"
"V7 Drakons","FlangoNoJutsu","Sat Sep 12 2020 12:32:01 GMT+0000 (UTC)","5f541640ac8493575c24555a","5f541a8f629c8b6045faed5b","abertaldo#9724"
"V7 Drakons","VGP HUNTED","Sat Sep 12 2020 12:32:01 GMT+0000 (UTC)","5f54174a45fc2a4880203209","5f541a8f629c8b6045faed5b","abertaldo#9724"
"Legião Paladiana","TcheGuri66","Sat Sep 12 2020 12:27:08 GMT+0000 (UTC)","5f54175d2cd06c40debff68d","5f5432aaac8493575c24595e","teradagamer#7235"
"MAYHEM","MastersDaan","Sat Sep 12 2020 12:35:17 GMT+0000 (UTC)","5f541a13e425a655aadc320c","5f543813304c1e3d830d8c66","WaanTeD#1808"
"V7 Drakons","Psychic","Sat Sep 12 2020 12:32:01 GMT+0000 (UTC)","5f541a6b20ac296025cf0cbb","5f541a8f629c8b6045faed5b","abertaldo#9724"
"SYGLO","odenir111","Sat Sep 12 2020 12:31:07 GMT+0000 (UTC)","5f541a9a4cbe7961ba1a4389","5f5adb0e513be46175c9a73e","Doc.Holliday#8998"
"Golden Guardians","douradindeouro","Sat Sep 12 2020 12:28:31 GMT+0000 (UTC)","5f541c1a629c8b6045faed6d","5f5b9dc10c405a257149387b","Skidaddle#5661"
